"DATE","ACE","ALB1","ALB2","ALTH","ANDE","ANGO","ARDA","ATKI","BAMB","BENN","BEVE","BIDD","BIGB","BLUE","BOA1","BOKA","BOYU","BROA","BROW","BRUC","BRYD","BYEN","CAIR","CAME","CAMP","CAPA","CASU","CHAN","CHIT","CLIF","CMBG","COBL","COLL","COOM","CORR","COYR","CRAC","CRAN","CRON","DAVI","DOBA","DOWE","DULB","DUMB","DUND","EGAN","EGRE","ELLE","ENEM","ESP1","ESP2","ESP3","ESP4","ESP5","FLAG","FORR","FRAS","GARD","GIBB","GING","GINL","GNO1","GNO2","GOON","GOOR","GORE","GOUN","GUND","GURA","HARV","HEBI","HIND","JAND","JASP","JERD","JOON","KARA","KENT","KOND","KWOB","KWOR","LITT","LOGU","MARI","MART","MCLA","MEAR","METT","MIRI","MLGR","MOAT","MOLL","MORT","MTMA","MUIR","MUNG","MURA","MURR","NAMB","NGOP","NINA","NINE","NONA","NOOB","NOON","NPAR","OWIN","PABE","PALL","PARK","PILL","PINJ","PLAN","PLEA","POOR","POWE","QUEE","RANG","REDB","REDM","RONN","SHAR","SHAS","STAT","STRE","TAAN","TAAR","THOM","TOOL","TORD","TOWE","TWIN","UNIC","VARL","YURI","WAGI","WALB","WALL","WALY","WANN","WARD","WARG","WARR","WEST","WHEA","WHIA","WHIN","WHIW","WILD","WILS","YAAL","YARN","YARR","YEAG","YEAL","YEAS","YELL"
2012-11-01,NA,NA,0.887916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.756666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7305,NA,NA,NA,NA,NA,NA,NA,NA,1.06520833333333,NA,NA,4.46991666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.33866666666667,NA,0.409466666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.285833333333333,NA,NA,NA,NA,NA,NA,NA,NA,0.00133333333333333,NA,NA,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-11-02,NA,NA,0.88525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7595,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.729,NA,NA,NA,NA,NA,NA,NA,NA,1.04104166666667,NA,NA,4.47291666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78941666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.32716666666667,NA,0.4118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.297333333333333,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.620166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-11-03,NA,NA,0.886916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.77,NA,NA,NA,NA,NA,NA,NA,NA,0.89,0.727833333333333,NA,NA,NA,NA,NA,0.79,NA,1.31,1.03870833333333,NA,NA,4.45875,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76808333333333,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.32366666666667,0,0.4323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.285833333333333,NA,NA,NA,NA,NA,NA,NA,0.44,0,NA,NA,0.617333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-11-04,NA,NA,0.892916666666667,0.08,NA,NA,NA,1.19,NA,0.05,NA,NA,NA,NA,NA,NA,NA,0.7655,0,NA,0,NA,NA,NA,NA,NA,NA,0.757,NA,NA,NA,NA,NA,NA,NA,NA,1.05720833333333,NA,NA,4.45975,NA,NA,0,0.18,NA,NA,NA,NA,NA,1.76591666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,6.33733333333333,NA,0.435966666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3175,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.612833333333333,NA,NA,NA,1,NA,NA,0.17,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.96,NA,NA,NA,0,NA,NA
2012-11-05,NA,NA,0.897083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.772833333333333,NA,NA,NA,1.52,NA,NA,NA,NA,NA,0.764,NA,NA,0.18,NA,NA,NA,NA,NA,1.04570833333333,NA,NA,4.46691666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,NA,NA,NA,NA,NA,NA,NA,NA,2.03,NA,NA,NA,NA,NA,0.08,NA,NA,6.35133333333333,NA,0.418966666666667,NA,NA,NA,NA,NA,NA,NA,NA,0.51,NA,NA,NA,NA,0,NA,0.3245,NA,0.27,NA,0.2,NA,NA,NA,NA,0,NA,NA,0.619333333333333,0.02,NA,NA,NA,NA,NA,NA,1.62,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,0.73,NA,0,NA,1.31,NA,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA
2012-11-06,NA,0.6,0.90125,NA,0.25,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,0.765833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.763333333333333,NA,4.08,NA,NA,0,NA,NA,NA,1.04120833333333,NA,NA,4.46075,NA,NA,NA,NA,NA,NA,0,NA,NA,1.77775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.35816666666667,NA,0.408633333333333,NA,NA,NA,1.2,4.33,NA,1.09,NA,NA,NA,NA,NA,NA,NA,NA,0.324166666666667,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.6205,NA,0.97,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96
2012-11-07,NA,NA,0.898083333333333,NA,NA,NA,0.2,NA,NA,NA,0,NA,NA,NA,1.27,NA,NA,0.758666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.765333333333333,NA,NA,NA,NA,NA,NA,NA,NA,1.03154166666667,NA,NA,4.46091666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,1.77708333333333,NA,NA,NA,NA,NA,-0.05,NA,NA,0,NA,0.39,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3555,NA,0.4118,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.319333333333333,NA,NA,NA,NA,1.3,NA,NA,NA,0,NA,NA,0.620166666666667,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88,NA,NA,NA,10.31,NA,2.955,NA
2012-11-08,NA,NA,0.893083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.755,NA,NA,NA,NA,NA,NA,0.37,NA,NA,0.754666666666667,NA,NA,NA,NA,NA,NA,NA,NA,1.024875,NA,NA,4.45975,NA,NA,NA,NA,NA,0.59,NA,NA,NA,1.77408333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.3535,NA,0.4018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.315166666666667,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
2012-11-09,NA,NA,0.889583333333333,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,0.755333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.755166666666667,NA,NA,NA,NA,NA,NA,NA,NA,1.02104166666667,NA,NA,4.46041666666667,NA,NA,NA,NA,NA,NA,NA,NA,0,1.74741666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3485,NA,0.398133333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.313333333333333,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.613333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-11-10,NA,NA,0.886083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.767166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.750833333333333,NA,NA,NA,NA,NA,NA,NA,NA,1.029375,NA,NA,4.45258333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76791666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,2.49,NA,NA,NA,NA,NA,NA,NA,6.344,NA,0.392466666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3065,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.616833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-11-11,NA,NA,0.889916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.742166666666667,NA,NA,NA,NA,NA,NA,NA,NA,1.01820833333333,NA,NA,4.44025,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76658333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.335,NA,0.3823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.294833333333333,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.618666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-11-12,NA,NA,0.885583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.739833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.732833333333333,NA,NA,NA,NA,NA,NA,NA,NA,1.01204166666667,NA,NA,4.44958333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76441666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.331,NA,0.380966666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.290833333333333,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.610833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-11-13,NA,NA,0.883083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7335,NA,NA,NA,NA,NA,NA,NA,NA,1.018375,NA,NA,4.44725,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75441666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.32433333333333,NA,0.384466666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2865,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-11-14,NA,NA,0.88175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.745333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.732666666666667,NA,NA,NA,NA,NA,NA,NA,NA,1.01620833333333,NA,NA,4.45358333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77408333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.32016666666667,NA,0.3833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.280833333333333,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-11-15,NA,NA,0.878583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7235,NA,NA,NA,NA,NA,NA,NA,NA,1.00204166666667,NA,NA,4.45141666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76591666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.31616666666667,NA,0.3828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.273,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.6085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-11-16,NA,NA,0.877916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.729333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.725333333333333,NA,NA,NA,NA,NA,NA,NA,NA,0.994875,NA,NA,4.44491666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.31116666666667,NA,0.377966666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.266833333333333,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.607333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-11-17,NA,NA,0.878083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.705,NA,NA,NA,NA,NA,NA,NA,NA,0.981208333333333,NA,NA,4.44391666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74808333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2895,NA,0.369966666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.256666666666667,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.6075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-11-18,NA,NA,0.876416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7285,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.702,NA,NA,NA,NA,NA,NA,NA,NA,0.997208333333333,NA,NA,4.45075,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73358333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2815,NA,0.363466666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255666666666667,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.6085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-11-19,NA,NA,0.87275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.712833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.699166666666667,NA,NA,NA,NA,NA,NA,NA,NA,0.987208333333333,NA,NA,4.42825,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75158333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.28083333333333,NA,0.335966666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.250666666666667,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.609166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-11-20,NA,NA,0.87025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.706666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693333333333333,NA,NA,NA,NA,NA,NA,NA,NA,0.980541666666667,NA,NA,4.43308333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.273,NA,0.336633333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.241,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.606166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-11-21,NA,NA,0.866416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.678666666666667,NA,NA,NA,NA,NA,NA,NA,NA,0.986541666666667,NA,NA,4.43275,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2685,NA,0.3183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.233333333333333,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-11-22,NA,NA,0.865583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6985,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.670666666666667,NA,NA,NA,NA,NA,NA,NA,NA,0.957541666666667,NA,NA,4.42825,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2635,NA,0.3348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225333333333333,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.608333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-11-23,NA,NA,0.860583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.692666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6695,NA,NA,NA,NA,NA,NA,NA,NA,0.959208333333333,NA,NA,4.43391666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75891666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.26116666666667,NA,0.339633333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.220166666666667,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-11-24,NA,NA,0.856916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6915,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.663666666666667,NA,NA,NA,NA,NA,NA,NA,NA,0.980875,NA,NA,4.41125,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25716666666667,NA,0.324966666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-11-25,NA,NA,0.85175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.678666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.663833333333333,NA,NA,NA,NA,NA,NA,NA,NA,0.950041666666667,NA,NA,4.39925,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75308333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25116666666667,NA,0.324633333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.203333333333333,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.5955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
